CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
11379,Male,42.0,17,44.0
11380,Female,26.0,20,68.0
11381,Female,32.0,36,63.0
11382,Female,37.0,25,63.0
11383,Male,42.0,28,71.0
11384,Female,49.0,24,51.0
11385,Male,26.0,45.0,69.0
11386,Female,41.0,22,50.0
11387,Female,50.0,15,37.0
11388,Male,35.0,44,69.0
11389,Female,45.0,56,62.0
11390,Female,55.0,17,62.0
11391,Male,41.0,17,85.0
11392,Male,47.0,22,46.0
11393,Male,21.0,16,42.0
11394,Male,38.0,24,56.0
11395,Female,30.0,55,68.0
11396,Male,31.0,42,60.0
11397,Male,36.0,34,54.0
11398,Female,,67,71.0
11399,Male,52.0,18,51.0
11400,Male,42.0,31,68.0
11401,Female,37.0,23,74.0
11402,male,29.0,94$,82.0
11403,Female,41.0,54,72.0
11404,Male,38.0,73,66.0
11405,Female,18.0,42,52.0
11406,Female,26.0,62,72.0
11407,Male,51.0,21,67.0
11408, Female,38.0,67,68.0
11409,Male,60.0,22,64.0
11410,Male,27.0,47,60.0
11411,Female,32.0,35,42.0
11412,Female,45.0,58,61.0
11413,Male,37.0,39,85.0
11414,Male,34.0,15,71.0
11415,MALE,45.0,81,77.0
11416,Male,36.0,98,84.0
11417,Male,50.0,38,62.0
11418,Female,33.0,17,68.0
11419,Male,32.0,21,58.0
11420,Male,47.0,43,48.0
11421,Male,20.0,70,67.0
11422,Male,30.0,66,51.0
11423,Female,44.0,21,59.0
11424,Female,24.0,25,48.0
11425,Male,40.0,36,54.0
11426,Female,45.0,44,60.0
11427,Male,43.0,27,67.0
11428,Female,24.0,33,46.0
11429,Male,39.0,27,79.0
11430,Male,21.0,59,52.0
11431,Female,40.0,21,75.0
11432,Male,51.0,27,41.0
11433,Male,42.0,30,51.0
11434,Male,62.0,30,42.0
11435,Female,43.0,63,71.0
11436,Male,42.0,50,83.0
11437,F,26.0,26$,62.0
11438,Male,58.0,53,82.0
11439,Female,50.0,35,52.0
11440,Female,28.0,92,69.0
11441,Female,20.0,17,28.0
11442,Male,40.0,24,73.0
11443,Female,35.0,83,96.0
11444,Female,42.0,53,89.0
11445,Female,45.0,107,100.0
11446,Male,24.0,49,38.0
11447,Female,39.0,16,58.0
11448,Female,30.0,70,73.0
11449,Female,30.0,17,54.0
11450,Female,38.0,33,52.0
11451,Male,34.0,20,23.0
11452,Male,60.0,15,39.0
11453,Male,29.0,17,44.0
11454,Male,44.0,38,74.0
11455,Female,41.0,34,53.0
11456,Female,58.0,19,55.0
11457,M,36.0,40,65.0
11458,Female,34.0,,60.0
11459,Male,19.0,26,45.0
11460,Male,26.0,31,11.0
11461,Female,47.0,42$,41.0
11462,Female,18.0,17$,86.0
11463,Male,39.0,61,76.0
11464,Female,52.0,18,44.0
11465,Female,39.0,62,80.0
11466,Male,21.0,16,25.0
11467,Female,39.0,66,67.0
11468,Male,54.0,36,52.0
11469,Female,70.0,47,35.0
11470,Male,43.0,44,66.0
11471,Male,33.0,111,99.0
11472,Male,48.0,47,41.0
11473,Male,39.0,150,80.0
11474,Female,56.0,24,30.0
11475,Female,44.0,26,60.0
11476,Male,32.0,17,32.0
11477,Female,,43,34.0
11478,Male ,23.0,49,65.0
11479,Female,47.0,67,65.0
11480,Male,45.0,,67.0
11481,Male,38.0,69,66.0
11482,Female,61.0,22,49.0
11483,Male,27.0,43,64.0
11484,Male,19.0,16,59.0
11485,Female,56.0,90,60.0
11486,Male,18.0,28,53.0
11487,Male,18.0,28,36.0
11488,Female,39.0,44,61.0
11489,Female,34.0,53,60.0
11490,Female ,40.0,34,65.0
11491,Male,56.0,51,72.0
11492,Male,53.0,22,54.0
11493,Female,29.0,41,92.0
11494,Male,18.0,23,46.0
11495,Male,41.0,33,51.0
11496,Male,24.0,77.0,51.0
11497,Female,18.0,54,41.0
11498,Male,22.0,106,63.0
11499,Female,41.0,33,67.0
11500,Female,46.0,48,68.0
11501,Male,46.0,29,28.0
11502,Female,41.0,22,50.0
11503,Male,38.0,131,62.0
11504,Male,51.0,16,37.0
11505,Female,64.0,41,37.0
11506,Male,46.0,42,44.0
11507,Female,33.0,23,75.0
11508,Male,38.0,24,43.0
11509,Male,30.0,15,73.0
11510,Female,36.0,30,50.0
11511,Female,27.0,40.0,70.0
11512,Male,44.0,42,70.0
11513,Male,59.0,51,28.0
11514,Male,24.0,27,38.0
11515,Male,37.0,32,54.0
11516, Male,62.0,41,39.0
11517,Male,44.0,37,60.0
11518,Female,28.0,55,68.0
11519,Male,36.0,20,65.0
11520,Female,54.0,58,56.0
11521,Female,47.0,54,67.0
11522,Female,26.0,21,78.0
11523,Female,65.0,18,23.0
11524,Female,41.0,18,63.0
11525,Male,28.0,22,89.0
11526,Female,43.0,78,86.0
11527, Female,27.0,45,54.0
11528,Male,25.0,30,57.0
11529,Female,53.0,47,55.0
11530,Male,18.0,17,46.0
11531,Male,18.0,91,51.0
11532,Female,64.0,63,46.0
11533,Male,33.0,54,94.0
11534,Female,46.0,37,
11535,Female,35.0,21,76.0
11536,Male,46.0,53,77.0
11537,Female ,46.0,,18.0
11538,Male,48.0,26,43.0
11539,Male,41.0,41,66.0
11540,Male,31.0,91,72.0
11541,Male,47.0,37,26.0
11542,Female,21.0,37,45.0
11543,Male,42.0,33,46.0
11544,Male,41.0,21,89.0
11545,Male,26.0,65,89.0
11546,Male,58.0,,59.0
11547,Male,43.0,21,79.0
11548,Female,52.0,78,52.0
11549,Female,35.0,29,100.0
11550,Male,25.0,43,63.0
11551,M,46.0,42.0,54.0
11552,FEMALE,19.0,19,32.0
11553,M,42.0,,70.0
11554,Male,40.0,43,42.0
11555,Female,24.0,29,51.0
11556,Male,32.0,24,51.0
11557,Male,67.0,18,25.0
11558,Female,46.0,53,64.0
11559,Female,58.0,68,61.0
11560,Female,55.0,48,71.0
11561,Female,60.0,31.0,45.0
11562,Male,39.0,49,76.0
11563,Female,38.0,26,56.0
11564,Female,35.0,91,55.0
11565,Female,18.0,54,75.0
11566,Male,24.0,97,46.0
11567,Male,18.0,27,41.0
11568,Male,29.0,22,77.0
11569,Female,19.0,16,34.0
11570,Male,27.0,,
11571,Male,32.0,22,51.0
11572,Male ,51.0,52,35.0
11573,Female,27.0,38,60.0
11574,Male,21.0,37,62.0
11575,Female,24.0,25,31.0
11576,Male,58.0,67,72.0
11577,Female,46.0,18,58.0
11578,Female,29.0,27,66.0
11579,Male,49.0,64,46.0
11580,Female,37.0,20,68.0
11581,Male,18.0,76,44.0
11582,Female,53.0,57$,69.0
11583,Male,49.0,78,58.0
11584,Female,32.0,25,44.0
11585,Male,53.0,32,56.0
11586,Male,36.0,22,11.0
11587,Female,44.0,61,70.0
11588,Male,29.0,49,57.0
11589,Male,37.0,19,40.0
11590,Female,42.0,41,41.0
11591,Male,53.0,16,33.0
11592,Female,25.0,26,48.0
11593,Male,55.0,18,21.0
11594,Female,41.0,88,61.0
11595,Male,25.0,34.0,73.0
11596,Female,26.0,61$,61.0
11597,Male,30.0,49,84.0
11598,Female,68.0,110,65.0
11599,Male,29.0,57,60.0
11600,Female,44.0,43,65.0
11601,Male,27.0,62,85.0
11602,Male,35.0,27.0,76.0
11603,Female,30.0,17,55.0
11604,Male,31.0,25,67.0
11605,Male,52.0,38,31.0
11606,Female,52.0,25,29.0
11607,Male,45.0,15,41.0
11608,Female,18.0,23,48.0
11609,Male,18.0,22.0,54.0
11610,Female,37.0,36,55.0
11611,Male,20.0,48,59.0
11612,Female,43.0,24,51.0
11613,Male,47.0,62,24.0
11614,MALE,54.0,21,44.0
11615,Female,52.0,17,24.0
11616,Female,55.0,61,47.0
11617,Male,25.0,32,92.0
11618,Male,25.0,55,82.0
11619,M,54.0,86,78.0
11620,Female,42.0,44,60.0
11621,Male,18.0,60,31.0
11622,Female,40.0,20,61.0
11623,Female,31.0,35,62.0
11624,Male,66.0,52,52.0
11625,Male,40.0,30,86.0
11626,Male,26.0,28,48.0
11627,Female,50.0,25,41.0
11628,Male,40.0,44,57.0
11629,Male,50.0,21,29.0
11630,Female,32.0,102,87.0
11631,Male,37.0,42,70.0
11632,Male,38.0,25,
11633,Female,55.0,,67.0
11634,Male,41.0,150,87.0
11635,Female,54.0,103,72.0
11636,Male,18.0,89,55.0
11637,Female,30.0,46,52.0
11638,Female,25.0,19,66.0
11639,Male,38.0,20,80.0
11640,Female,65.0,75,58.0
11641,Male,36.0,28,81.0
11642,Male,18.0,47,57.0
11643,Male,47.0,48,20.0
11644,Female,30.0,27,67.0
11645,Male ,57.0,92,53.0
11646,Male,41.0,45,34.0
11647,Male,26.0,74$,96.0
11648,Female,51.0,42,49.0
11649,Female,18.0,71,60.0
11650,Male,27.0,15,63.0
11651,Male,18.0,16,26.0
11652,Female,35.0,49,81.0
11653,Female,44.0,42,75.0
11654,Male,21.0,26,41.0
11655,Female,18.0,46,75.0
11656,Female,47.0,67,60.0
11657,Female,18.0,39,42.0
11658,Female,57.0,82,59.0
11659,Female,43.0,23,82.0
11660,Female,31.0,26.0,65.0
11661,Male,47.0,96,68.0
11662,Female,24.0,15,51.0
11663,Male,23.0,22,55.0
11664,Male,19.0,22,35.0
11665,Female,63.0,16,39.0
11666,Male,18.0,21,20.0
11667,Male,24.0,20,49.0
11668,Female,29.0,87,76.0
11669,Female,28.0,76.0,63.0
11670,Male,43.0,15,63.0
11671,Male,35.0,36,43.0
11672,Female,45.0,38,67.0
11673,Female,,17,35.0
11674,Male,30.0,38,74.0
11675,Male,,32,38.0
11676,Male,35.0,66.0,71.0
11677,Female,49.0,53,63.0
11678,Female,40.0,26,21.0
11679,Male,62.0,96,83.0
11680, Female,52.0,19,40.0
11681,Female,42.0,60,54.0
11682,Male,46.0,92,54.0
11683,Female,62.0,25,46.0
11684,Male,18.0,27,45.0
11685,Male,21.0,60,59.0
11686,Male,21.0,52,47.0
11687,Female,40.0,27,47.0
11688,Female,39.0,30$,79.0
11689,Male,45.0,16,60.0
11690,Male,38.0,23,100.0
11691,Male,43.0,135,57.0
11692,Female,18.0,47,58.0
11693,Female,53.0,63,62.0
11694,Female,22.0,23,36.0
11695,FEMALE,42.0,40,64.0
11696,Male,46.0,30,
11697,Female,25.0,52,54.0
11698,Male,38.0,24,61.0
11699,Male,60.0,35,42.0
11700,Female,50.0,26,49.0
11701,Male,59.0,47,43.0
11702,Male,21.0,53,63.0
11703,Male,36.0,55,70.0
11704,Female,49.0,38,10.0
11705,Female,30.0,15,81.0
11706,Female,35.0,37,58.0
11707,Male,24.0,17,41.0
11708,Female,21.0,41,34.0
11709,Male,33.0,26,75.0
11710,Male,28.0,15,100.0
11711,Male,24.0,64,35.0
11712,Male,57.0,34,33.0
11713,Female,51.0,17,16.0
11714, Female,47.0,132,53.0
11715,Female,46.0,57,37.0
11716,Male,36.0,56,59.0
11717,Female,48.0,51,31.0
11718,Female,45.0,26,51.0
11719,Male,32.0,18,65.0
11720,Female,48.0,79,57.0
11721,Female,27.0,23,46.0
11722,Male,38.0,35,61.0
11723,Male,36.0,20,43.0
11724,Male,18.0,37,75.0
11725,Male,58.0,47,58.0
11726,Male,33.0,36,65.0
11727,M,29.0,68,57.0
11728,Female,22.0,120,48.0
11729,Male,26.0,32,85.0
11730,Male,42.0,35,80.0
11731,Male,24.0,50,40.0
11732,Male,35.0,29,44.0
11733,F,43.0,15,52.0
11734,Male,56.0,82,72.0
11735,Female,59.0,34,33.0
11736,Female,47.0,17,39.0
11737,Male,37.0,23,58.0
11738,F,36.0,17$,93.0
11739,Male,18.0,15,41.0
11740,Male,31.0,55,71.0
11741,Male,45.0,61,61.0
11742,Male,35.0,17,69.0
11743,Female,36.0,17,66.0
11744,Female,18.0,27.0,49.0
11745,Female,37.0,32,59.0
11746,Male,39.0,23,64.0
11747,Female,44.0,16,67.0
11748,Male,18.0,44,31.0
11749,Female,24.0,22,14.0
11750,Male,20.0,61,34.0
11751,Female,66.0,46,30.0
11752,Male,49.0,25,59.0
11753,Female,54.0,145,
11754,Male,68.0,15,25.0
11755,Male,59.0,27.0,64.0
11756,Female,46.0,59,61.0
11757,Male,31.0,16,92.0
11758,Male,18.0,63,67.0
11759,Female ,37.0,26,67.0
11760,Male,25.0,79,88.0
11761,Male,24.0,24,33.0
11762,Male,22.0,15.0,16.0
11763,Female,28.0,55,71.0
11764,Female,46.0,29,46.0
11765,Male,38.0,15,55.0
11766,Female,28.0,29,67.0
11767,Female,22.0,35,51.0
11768,Male,30.0,20,71.0
11769,Female,27.0,42,54.0
11770,Male,59.0,28,65.0
11771,Male,46.0,121,88.0
11772,Male,33.0,49,65.0
11773,Female,51.0,16.0,23.0
11774,Male,34.0,28,68.0
11775,Male,29.0,24,54.0
11776,Male,33.0,35,86.0
11777,Female,,31,98.0
11778,Male,44.0,21,54.0
11779,Male,27.0,19,58.0
11780,Male,29.0,115,87.0
11781,Male,45.0,69,77.0
11782,Female,39.0,31,59.0
11783,Male,45.0,21,65.0
11784,Male,41.0,76,69.0
11785, Female,40.0,16,47.0
11786,Male,44.0,22,53.0
11787,Male,37.0,46,50.0
11788,Female,47.0,15,25.0
11789,Male,22.0,19,46.0
11790,Female,67.0,17,48.0
11791,Male,69.0,110,42.0
11792,Male,32.0,32.0,79.0
11793,Female,30.0,46,61.0
11794,Male,26.0,26,60.0
11795,Male,46.0,24,31.0
11796,Female,42.0,69$,73.0
11797,Male,22.0,18,51.0
11798,Male,40.0,22,75.0
11799,Female,40.0,32,62.0
11800,Female,21.0,30,32.0
11801,Female,29.0,18,87.0
11802,Female,18.0,19,32.0
11803,Female,31.0,38,94.0
11804,Male,48.0,22,33.0
11805,Male,46.0,19,55.0
11806,Male,41.0,35$,70.0
11807,Male,29.0,15,38.0
11808,Male,55.0,78,36.0
11809,Male,47.0,39,68.0
11810,Male,31.0,24,72.0
11811,Male,36.0,,91.0
11812,Male,47.0,83,80.0
11813,Male,47.0,24,36.0
11814,Female,46.0,42,34.0
11815,Male,48.0,32,49.0
11816,Male,25.0,53,56.0
11817,Female,31.0,26,75.0
11818,Female,42.0,39,76.0
11819,Male,31.0,21,65.0
11820,Female,18.0,77,52.0
11821,Male,32.0,28,82.0
11822,Female,30.0,53,75.0
11823,Male,64.0,15,20.0
11824,Male,22.0,21.0,56.0
11825,Male,51.0,23,54.0
11826,F,56.0,27,39.0
11827,Female,27.0,28,56.0
11828,Female,30.0,150,94.0
11829,Male,23.0,19,61.0
11830,Male,31.0,24,35.0
11831,Female,70.0,22,22.0
11832,Male,27.0,88,75.0
11833,Male,54.0,16,25.0
11834, Male,35.0,38,67.0
11835,Female ,54.0,16,44.0
11836,Female,51.0,,48.0
11837,Female,31.0,51.0,70.0
11838,Male,36.0,16,56.0
11839,Male,27.0,38,49.0
11840,Female,27.0,52.0,43.0
11841,Female,50.0,24$,34.0
11842,Male,26.0,,48.0
11843,Male,40.0,24,55.0
11844,F,33.0,63,63.0
11845,Male,42.0,44,66.0
11846,Female,30.0,57,55.0
11847,Male,45.0,29,58.0
11848,Female,58.0,20,65.0
11849,Female,54.0,43,29.0
11850,Male,19.0,26,51.0
11851,Female,52.0,37,32.0
11852,Male,36.0,111,78.0
11853,Male,27.0,39,54.0
11854,Female,25.0,29,51.0
11855,Male,28.0,17,51.0
11856,Female,44.0,40,53.0
11857,Female,27.0,63,81.0
11858,Male,41.0,26,76.0
11859,Female,51.0,71,57.0
11860,Male,44.0,72,48.0
11861,Male,23.0,17,34.0
11862,M,42.0,38$,80.0
11863,Female,51.0,16,55.0
11864,Male,23.0,35,9.0
11865,Female,41.0,31,39.0
11866,Male,25.0,134,83.0
11867,Female,22.0,23,61.0
11868,Female,34.0,21,46.0
11869,Female,35.0,15.0,85.0
11870,Male,37.0,17,67.0
11871,Female,54.0,20,47.0
11872,Male,21.0,28,51.0
11873,Male,42.0,36$,48.0
11874,Male,51.0,27,61.0
11875,MALE,39.0,40,64.0
11876,Female,25.0,19,79.0
11877,Male,35.0,51,56.0
11878,Female,34.0,33,49.0
11879,Male,18.0,28,44.0
11880,Male,18.0,16,63.0
11881,Female,50.0,27,29.0
11882,Female,33.0,38,39.0
11883,Male,22.0,127,46.0
11884,Female,47.0,18,53.0
11885,Male,18.0,34,42.0
11886,Female,52.0,95,66.0
11887,Male,45.0,24,65.0
11888,Male,18.0,19,50.0
11889,F,53.0,22,47.0
11890,Female,52.0,24,26.0
11891,Male,31.0,18,83.0
11892,Male,36.0,16,65.0
11893,MALE,28.0,39,46.0
11894,Male,55.0,41,37.0
11895,Female,30.0,59,51.0
11896,Male,62.0,30,17.0
11897,Female,38.0,61,73.0
11898,Female,37.0,30,53.0
11899,Male,56.0,20,38.0
11900,Female,44.0,16,41.0
11901,M,42.0,24,60.0
11902,Female,49.0,40,54.0
11903,Male,32.0,74,54.0
11904,Male,25.0,22,58.0
11905,Male,21.0,47,42.0
11906,Female,20.0,17,27.0
11907,Male,34.0,26.0,83.0
11908,Male,22.0,84,70.0
11909, Female,50.0,21,59.0
11910,Female,50.0,25,33.0
11911,Male,52.0,46,55.0
11912,Male,18.0,59,70.0
11913,Male,22.0,19,48.0
11914,Male,25.0,46,59.0
11915,Male,52.0,53,52.0
11916,Male,41.0,28,51.0
11917,Male,38.0,36,76.0
11918,Male,22.0,36,56.0
11919,Male,42.0,86$,79.0
11920,Male,55.0,32,33.0
11921,Male,19.0,57,79.0
11922,Male,43.0,24,51.0
11923,Female,18.0,48,60.0
11924,Female,23.0,15,53.0
11925,Female,55.0,102,44.0
11926,Female,54.0,30,56.0
11927,Female,44.0,20,75.0
11928,Male,33.0,35,40.0
11929,Male,37.0,86$,83.0
11930,Male,39.0,25,52.0
11931,Female,51.0,53.0,55.0
11932,Female,44.0,34,75.0
11933,Male,40.0,25,62.0
11934,Male,27.0,56,78.0
11935,Male,37.0,56.0,78.0
11936,Female,35.0,52,51.0
11937,Female,36.0,47,68.0
11938,Male,42.0,17,75.0
11939,Female,42.0,82,68.0
11940,Male,54.0,29,63.0
11941,Male,32.0,23,70.0
11942,Male,42.0,36,29.0
11943,Male,28.0,30,73.0
11944,Female,50.0,33,44.0
11945,Male,33.0,48,67.0
11946,Male,35.0,31,66.0
11947,M,24.0,15,23.0
11948,Male,36.0,36,74.0
11949,Male,50.0,69,29.0
11950,Female,18.0,83,49.0
11951,Male,18.0,17$,54.0
11952,Male,45.0,88,84.0
11953,Male,28.0,18,43.0
11954,Female,29.0,32,58.0
11955,Male,23.0,57,62.0
11956,Female,49.0,39,41.0
11957,Female,41.0,37,87.0
11958,Male,66.0,24,39.0
11959,Male,60.0,35,39.0
11960,Male,18.0,17,41.0
11961,Male,55.0,43,44.0
11962,Male,18.0,24,35.0
11963,Female,43.0,20,62.0
11964,Female,42.0,26,74.0
11965,Male,28.0,77,83.0
11966,Male,20.0,38,57.0
11967,Female,33.0,16,44.0
11968,Female,40.0,22,66.0
11969,Male,18.0,103,77.0
11970,Male,58.0,18,53.0
11971,Female,51.0,30,47.0
11972,Female,36.0,36,65.0
11973,Male,43.0,25,75.0
11974,Male,29.0,40,85.0
11975,Male,36.0,16,53.0
11976,Male,37.0,19,74.0
11977,Male,45.0,63,90.0
11978,Male,37.0,32,24.0
11979,Male,40.0,21,41.0
11980, Male,31.0,17,65.0
11981,Male,45.0,91,65.0
11982,Male,58.0,15,64.0
11983,Male,44.0,53,47.0
11984,Male ,49.0,17,46.0
11985,Male,61.0,33,30.0
11986,Female,47.0,51,47.0
11987,Female,44.0,23,51.0
11988,Female,37.0,17,80.0
11989,Male,18.0,18,41.0
11990,Male,42.0,16,71.0
11991, Female,42.0,50,56.0
11992,Male,40.0,17,24.0
11993,Female,34.0,23,62.0
11994,Male,38.0,15,66.0
11995,Female,45.0,,79.0
11996,Female,22.0,22,45.0
11997,Male,40.0,101,67.0
11998,male,23.0,19,64.0
11999,Male,38.0,27,57.0
12000,Female,51.0,34,48.0
12001,Male,28.0,37,72.0
12002,Female,32.0,28,63.0
12003,Male,37.0,22,33.0
12004,Male,34.0,116$,63.0
12005,Male,33.0,22,48.0
12006,Male,37.0,62,82.0
12007,Female,53.0,43,33.0
12008,Female,47.0,26,55.0
12009,Male,39.0,70,62.0
12010,Female,34.0,41,61.0
12011,Male,45.0,23,64.0
12012,Male,33.0,16,60.0
12013,Male,30.0,28,52.0
12014,Male,18.0,30,46.0
12015,Male,,44,26.0
12016,Male,50.0,25,35.0
12017,Female,33.0,40,67.0
12018,Female,64.0,33,42.0
12019,Male,45.0,55,83.0
12020,Male,48.0,57,74.0
12021,Male,55.0,93$,44.0
12022,Male,45.0,37,42.0
12023,Male,44.0,50,73.0
12024,Male,57.0,29,
12025,Female,52.0,30,46.0
12026,Male,40.0,16,58.0
12027,Male,40.0,32.0,62.0
12028,Male,39.0,26,78.0
12029,Male,63.0,23$,64.0
12030,Female,70.0,31,33.0
12031,Male,47.0,15,41.0
12032,Female,39.0,20,45.0
12033,Male,44.0,25,50.0
12034,Female,32.0,26$,72.0
12035,Female,56.0,17,63.0
12036,Female,27.0,25,85.0
12037,Male,36.0,21,51.0
12038,Male,23.0,31,11.0
12039,FEMALE,32.0,22,64.0
12040,Female,35.0,41,74.0
12041,Female,48.0,43.0,41.0
12042,Male,40.0,18,74.0
12043,Male,18.0,86,75.0
12044,Male,50.0,23,36.0
12045,Male,49.0,52,81.0
12046,Male,31.0,71,60.0
12047,Female ,28.0,48,48.0
12048,Female,57.0,61,47.0
12049,Female,45.0,78,64.0
12050,Female,45.0,29,55.0
12051,Female,28.0,92,81.0
12052,Male,40.0,29,58.0
12053,Male,30.0,15,76.0
12054,Male,49.0,34,41.0
12055,Female,35.0,20,68.0
12056,Male,25.0,44,60.0
12057,Female,37.0,23,75.0
12058,Male,35.0,36,85.0
12059,Male,66.0,20,24.0
12060,Male,23.0,16,53.0
12061,Female,70.0,16.0,47.0
12062,Female,34.0,143,90.0
12063,Male,63.0,45,36.0
12064,Male,42.0,17,56.0
12065,Male,36.0,34,39.0
12066,Male,45.0,53,79.0
12067,Female,41.0,54.0,90.0
12068,Male,31.0,23,69.0
12069,Male,23.0,15,35.0
12070,Female,48.0,47,44.0
12071,Male,,39,12.0
12072,Male,21.0,36,43.0
12073,Female,31.0,59,67.0
12074,Male,18.0,51,54.0
12075,Female,42.0,27,39.0
12076,Female,32.0,17,76.0
12077,Female,20.0,27,63.0
12078,Female,42.0,47,94.0
12079,FEMALE,31.0,15,46.0
12080,male,25.0,59,62.0
12081,Male,45.0,16,53.0
12082,Male,40.0,36,59.0
12083,Female,49.0,15,53.0
12084,Male,37.0,30,42.0
12085,Male,41.0,25,79.0
12086,Female,32.0,24,64.0
12087,Female,49.0,20,50.0
12088,Male,39.0,44$,83.0
12089,Male,41.0,24,60.0
12090,Male ,39.0,117,48.0
12091,Male,27.0,15,63.0
12092,Male,49.0,16,59.0
12093,Male,32.0,82,55.0
12094,Male,26.0,87,83.0
12095, Male,43.0,27,39.0
12096,Male,49.0,32,59.0
12097,Male,29.0,55,97.0
12098,Male,46.0,89,47.0
12099,Female,27.0,,72.0
12100,Male,65.0,54,54.0
12101,Male,41.0,113,88.0
12102,Male,57.0,44,61.0
12103,Male,51.0,27,49.0
12104,Female,61.0,17$,47.0
12105,Male,45.0,16,66.0
12106,Female,41.0,22,87.0
12107,Female,49.0,29,42.0
12108,Female,28.0,34,50.0
12109,Female,37.0,51,49.0
12110,female,41.0,46,53.0
12111,Female,38.0,44,62.0
12112,Female,57.0,69,38.0
12113,Female,18.0,29,49.0
12114,Male,37.0,29,83.0
12115,Male,26.0,38,57.0
12116,Female,35.0,40.0,47.0
12117,Female,45.0,18,62.0
12118,Female,33.0,24.0,48.0
12119,Male,57.0,22,38.0
12120,Male,49.0,24,34.0
12121,Female,31.0,23,59.0
12122,Female,42.0,19,45.0
12123,Female,38.0,76,66.0
12124,Female,,17,42.0
12125,Male,18.0,16,49.0
12126,Male,68.0,42,43.0
12127,Male,50.0,81,64.0
12128,Female,21.0,31,29.0
12129,Female,32.0,31,75.0
12130,Female,60.0,17.0,34.0
12131,Female,31.0,48,87.0
12132,Male,44.0,26,67.0
12133,Male,48.0,55,62.0
12134,Female,47.0,81,58.0
12135,Male,39.0,73,53.0
12136,Male,36.0,63,82.0
12137,Female,47.0,76,57.0
12138,Male,45.0,21,51.0
12139,Male,49.0,24,57.0
12140,Male,25.0,33,59.0
12141,Male,49.0,16,54.0
12142,Female,24.0,57,54.0
12143,Male,35.0,22,42.0
12144,Female,24.0,35,56.0
12145,F,60.0,43,37.0
12146,Female,45.0,37,66.0
12147,Female,31.0,46,54.0
12148,Male,43.0,43,61.0
12149,Male,34.0,33,34.0
12150,Female,43.0,35,64.0
12151,Female,42.0,25,91.0
12152,Male,21.0,28,42.0
12153,Female,70.0,25,36.0
12154,Female,18.0,21,42.0
12155,Female,44.0,55,69.0
12156,Male,35.0,93,73.0
12157,Male,61.0,63,55.0
12158,Male,43.0,45,58.0
12159,Female,37.0,25,42.0
12160,Female,36.0,37,61.0
12161,Female,32.0,37,80.0
12162,Male,34.0,80,99.0
12163,Male,42.0,42,69.0
12164,Female,49.0,23,24.0
12165,Female,18.0,,52.0
12166,Male,46.0,19,8.0
12167,Female,56.0,64,78.0
12168,Male,46.0,42,63.0
12169,Male,45.0,42,86.0
12170,Male,48.0,20,28.0
12171,Female,52.0,41,33.0
12172,Male,50.0,25,29.0
12173,Female,29.0,20,49.0
12174,Male,41.0,79,57.0
12175,Female,18.0,73,74.0
12176,Male,47.0,21,39.0
12177,Female,24.0,39,52.0
12178,Male,48.0,29,65.0
12179,Female,18.0,24,34.0
12180,Male,59.0,16,51.0
12181,Male,22.0,29.0,56.0
12182,Female,27.0,36,53.0
12183,Male,57.0,66,59.0
12184,Female,56.0,18,27.0
12185,Female,50.0,69,71.0
12186,Female,20.0,67,48.0
12187,Female,22.0,,63.0
12188,Male,36.0,24,41.0
12189,Male,18.0,69,57.0
12190,Female,38.0,27,77.0
12191,Female,40.0,150,77.0
12192,Male,24.0,31,56.0
12193,Male,38.0,39,54.0
12194,Female,32.0,64,69.0
12195,Female,23.0,18,7.0
12196,Female,34.0,27,58.0
12197,Male,18.0,20,26.0
12198,Female,56.0,26,38.0
12199,Female,36.0,33,42.0
12200,Male,38.0,33,49.0
12201,Male,47.0,34,47.0
12202,Female,18.0,27,40.0
12203,Female,46.0,58,62.0
12204,Male,61.0,25,29.0
12205,Male,56.0,37$,63.0
12206,Female,55.0,19,25.0
12207,Male,55.0,15,46.0
12208,Female,29.0,35,30.0
12209,Female,39.0,37,43.0
12210,Male,38.0,36,49.0
12211,Male,35.0,29,77.0
12212,Male,39.0,25,47.0
12213,Male,36.0,26,79.0
12214,Male,39.0,16,60.0
12215,Male,18.0,23,52.0
12216,Male ,34.0,88,83.0
12217,Male,19.0,41,49.0
12218,Female,46.0,42,17.0
12219,FEMALE,56.0,17$,50.0
12220,Male,46.0,17,47.0
12221,Female,20.0,42,30.0
12222,Female,34.0,45,66.0
12223,Male,43.0,23$,75.0
12224,Male,35.0,38,52.0
12225,Female,30.0,57,78.0
12226,Male,18.0,23,59.0
12227,Female,39.0,33,65.0
12228,Male,32.0,26,69.0
12229,Female,33.0,44,76.0
12230,Male,43.0,46,75.0
12231, Male,41.0,30,57.0
12232,Male,46.0,17,38.0
12233,Female,34.0,15,64.0
12234,Male,47.0,25,41.0
12235,Female,24.0,24,22.0
12236,Male,51.0,78,20.0
12237,Male,60.0,25,42.0
12238,Female,39.0,36.0,67.0
12239,Male,36.0,59,57.0
12240,Male,18.0,49,55.0
12241,Male,52.0,27,51.0
12242,female,29.0,28,35.0
12243,Female,51.0,23,70.0
12244,Male,40.0,27,72.0
12245,Female,38.0,81,57.0
12246,female,49.0,70,31.0
12247,Male,19.0,19$,36.0
12248,Female,57.0,150,81.0
